"област","община","населено място","брой население по ПА","брой население по НА"
"БЛАГОЕВГРАД","БАНСКО","ГР.БАНСКО","9244","8685"
"БЛАГОЕВГРАД","БАНСКО","С.ГОСТУН","26","35"
"БЛАГОЕВГРАД","БАНСКО","ГР.ДОБРИНИЩЕ","2750","2527"
"БЛАГОЕВГРАД","БАНСКО","С.КРЕМЕН","129","131"
"БЛАГОЕВГРАД","БАНСКО","С.МЕСТА","204","203"
"БЛАГОЕВГРАД","БАНСКО","С.ОБИДИМ","72","83"
"БЛАГОЕВГРАД","БАНСКО","С.ОСЕНОВО","35","44"
"БЛАГОЕВГРАД","БАНСКО","С.ФИЛИПОВО","642","604"
"БЛАГОЕВГРАД","БЕЛИЦА","С.БАБЯК","737","693"
"БЛАГОЕВГРАД","БЕЛИЦА","ГР.БЕЛИЦА","3255","3003"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ЗЛАТАРИЦА","83","77"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ГЪЛЪБОВО","33","33"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ДАГОНОВО","788","730"
"БЛАГОЕВГРАД","БЕЛИЦА","С.КРАИЩЕ","2626","2439"
"БЛАГОЕВГРАД","БЕЛИЦА","С.КУЗЬОВО","259","234"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ЛЮТОВО","211","210"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ОРЦЕВО","152","150"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ПАЛАТИК","216","202"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ГОРНО КРАИЩЕ","1241","1170"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ЧЕРЕШОВО","256","229"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ИЗГРЕВ","771","641"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.БЕЛО ПОЛЕ","12870","599"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.БИСТРИЦА","611","54"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","81053","72121"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.БУЧИНО","217","72"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.БЪЛГАРЧЕВО","843","362"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ГАБРОВО","813","36"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ГОРНО ХЪРСОВО","559","94"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ДЕБОЧИЦА","55","24"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ДЕЛВИНО","613","117"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ДРЕНКОВО","46","72"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ДЪБРАВА","630","148"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ЕЛЕНОВО","561","217"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ЗЕЛЕНДОЛ","216","194"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.КЛИСУРА","17","26"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ЛЕШКО","2218","170"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ЛИСИЯ","8","8"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.МАРУЛЕВО","89","61"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.МОЩАНЕЦ","22","75"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ОБЕЛ","35","49"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ПАДЕШ","498","502"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ПОКРОВНИК","3325","863"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.РИЛЦИ","1468","834"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.СЕЛИЩЕ","287","287"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ЛОГОДАЖ","5926","289"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","С.ЦЕРОВО","720","675"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БАНИЧАН","566","523"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БОРОВО","1120","1041"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БРЕЗНИЦА","3856","3429"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БУКОВО","1109","970"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.ГОСПОДИНЦИ","507","486"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","21678","19983"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.ДЕЛЧЕВО","32","23"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.ДОБРОТИНО","25","24"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.КОРНИЦА","2339","1644"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.ЛЪЖНИЦА","2071","1663"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.МОСОМИЩЕ","2123","2045"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.ПОПОВИ ЛИВАДИ","0","1"
"БЛАГОЕВГРАД","ГЪРМЕН","С.БАЛДЕВО","172","165"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГОРНО ДРЯНОВО","1047","985"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГЪРМЕН","2163","1880"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЕБРЕН","2620","2405"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДОЛНО ДРЯНОВО","1328","1240"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЪБНИЦА","2322","1937"
"БЛАГОЕВГРАД","ГЪРМЕН","С.КОВАЧЕВИЦА","49","60"
"БЛАГОЕВГРАД","ГЪРМЕН","С.КРУШЕВО","243","221"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ЛЕЩЕН","3","12"
"БЛАГОЕВГРАД","ГЪРМЕН","С.МАРЧЕВО","131","170"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ОГНЯНОВО","1716","1546"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ОРЕШЕ","187","187"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ОСИКОВО","555","506"
"БЛАГОЕВГРАД","ГЪРМЕН","С.РИБНОВО","3113","2868"
"БЛАГОЕВГРАД","ГЪРМЕН","С.СКРЕБАТНО","265","236"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ХВОСТЯНЕ","1403","855"
"БЛАГОЕВГРАД","КРЕСНА","С.ВЛАХИ","6","13"
"БЛАГОЕВГРАД","КРЕСНА","ГР.КРЕСНА","3405","3394"
"БЛАГОЕВГРАД","КРЕСНА","С.ГОРНА БРЕЗНИЦА","410","526"
"БЛАГОЕВГРАД","КРЕСНА","С.ДОЛНА ГРАДЕШНИЦА","554","577"
"БЛАГОЕВГРАД","КРЕСНА","С.СТАРА КРЕСНА","36","92"
"БЛАГОЕВГРАД","КРЕСНА","С.ОЩАВА","41","73"
"БЛАГОЕВГРАД","КРЕСНА","С.СЛИВНИЦА","542","575"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.БАСКАЛЦИ","53","44"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.БЕЛАСИЦА","1163","986"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.БОРОВИЧЕНЕ","38","40"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ВИШЛЕНЕ","37","38"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ВОЛНО","44","9"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ГАБРЕНЕ","927","669"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ГЕГА","206","198"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ГОРЧЕВО","1","2"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДОЛЕНЕ","11","9"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДОЛНА КРУШИЦА","153","148"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДОЛНА РИБНИЦА","371","290"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДОЛНО СПАНЧЕВО","91","85"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДРАГУШ","29","34"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДРАНГОВО","517","458"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДРЕНОВИЦА","10","8"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ДРЕНОВО","58","65"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ЗОЙЧЕНЕ","34","34"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ИВАНОВО","1","2"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КАВРАКИРОВО","1608","1549"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КАМЕНА","291","245"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КАПАТОВО","133","158"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КЛАДЕНЦИ","31","29"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КЛЮЧ","980","759"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КОЛАРОВО","2037","1814"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КРОМИДОВО","94","122"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КРЪНДЖИЛИЦА","5","3"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КУКУРАХЦЕВО","42","40"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КУЛАТА","718","675"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КЪРНАЛОВО","1699","1546"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.МАРИКОСТИНОВО","1175","1146"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.МАРИНО ПОЛЕ","293","240"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.МЕНДОВО","98","75"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.МИТИНО","402","300"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.МИХНЕВО","1009","924"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.РУПИТЕ","990","929"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.НОВО КОНОМЛАДИ","117","129"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","39983","29240"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ПРАВО БЪРДО","40","42"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ГЕНЕРАЛ ТОДОРОВ","635","584"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ПЪРВОМАЙ","3612","3175"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.РИБНИК","119","117"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.РЪЖДАК","252","263"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.САМУИЛОВА КРЕПОСТ","0","0"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.САМУИЛОВО","855","816"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.БОГОРОДИЦА","36","11"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.СКРЪТ","1408","888"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.СТАРЧЕВО","510","483"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.СТРУМЕШНИЦА","385","306"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ТОНСКО ДАБЕ","1","9"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ТОПОЛНИЦА","679","628"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ЧУРИЛОВО","34","30"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ЧУРИЧЕНИ","115","104"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ЧУЧУЛИГОВО","170","184"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ЯВОРНИЦА","992","766"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ЯКОВО","49","66"
"БЛАГОЕВГРАД","РАЗЛОГ","С.БАНЯ","2850","2835"
"БЛАГОЕВГРАД","РАЗЛОГ","С.БАЧЕВО","1551","1479"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ГОДЛЕВО","470","452"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ГОРНО ДРАГЛИЩЕ","859","814"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ДОБЪРСКО","557","525"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ДОЛНО ДРАГЛИЩЕ","594","649"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ЕЛЕШНИЦА","1280","1212"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","12854","12208"
"БЛАГОЕВГРАД","САНДАНСКИ","С.БЕЛЕВЕХЧЕВО","0","5"
"БЛАГОЕВГРАД","САНДАНСКИ","С.БЕЛЬОВО","1","0"
"БЛАГОЕВГРАД","САНДАНСКИ","С.БОЖДОВО","2","4"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ВИНОГРАДИ","41","40"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ВИХРЕН","3","0"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ВРАНЯ","85","93"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ВЪЛКОВО","415","408"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ГОЛЕМ ЦАЛИМ","11","15"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ГОЛЕШОВО","20","28"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ГОРНА СУШИЦА","17","18"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ГОРНО СПАНЧЕВО","69","59"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ДАМЯНИЦА","1243","1242"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ДЕБРЕНЕ","25","34"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ДЖИГУРОВО","688","701"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЗОРНИЦА","72","94"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ДОЛЕНИ","4","6"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЗЛАТОЛИСТ","8","8"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КАЛИМАНЦИ","158","146"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КАТУНЦИ","1134","1068"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КАШИНА","1","7"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КОВАЧЕВО","8","27"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КРЪСТИЛЦИ","6","12"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КЪРЛАНОВО","35","30"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛАДАРЕВО","15","22"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛАСКАРЕВО","147","139"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛЕБНИЦА","371","369"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛЕВУНОВО","555","613"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛЕХОВО","3","2"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛЕШНИЦА","756","661"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛИЛЯНОВО","243","222"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛОЗЕНИЦА","58","57"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛЮБОВИЩЕ","10","17"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЛЮБОВКА","12","21"
"БЛАГОЕВГРАД","САНДАНСКИ","С.МАЛКИ ЦАЛИМ","4","5"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.МЕЛНИК","177","234"
"БЛАГОЕВГРАД","САНДАНСКИ","С.НОВО ДЕЛЧЕВО","1065","967"
"БЛАГОЕВГРАД","САНДАНСКИ","С.НОВО ХОДЖОВО","42","42"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ПЕТРОВО","396","403"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ПИПЕРИЦА","10","9"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ПИРИН","141","118"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ПЛОСКИ","503","574"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ПОЛЕНИЦА","1291","1217"
"БЛАГОЕВГРАД","САНДАНСКИ","С.РОЖЕН","10","14"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","29968","26855"
"БЛАГОЕВГРАД","САНДАНСКИ","С.СКЛАВЕ","1367","1354"
"БЛАГОЕВГРАД","САНДАНСКИ","С.СПАТОВО","75","91"
"БЛАГОЕВГРАД","САНДАНСКИ","С.СТОЖА","27","58"
"БЛАГОЕВГРАД","САНДАНСКИ","С.СТРУМА","553","514"
"БЛАГОЕВГРАД","САНДАНСКИ","С.СУГАРЕВО","8","15"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ХОТОВО","77","84"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ХРАСНА","0","4"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ХЪРСОВО","152","160"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЧЕРЕШНИЦА","22","27"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ЯНОВО","111","99"
"БЛАГОЕВГРАД","САТОВЧА","С.БОГОЛИН","474","424"
"БЛАГОЕВГРАД","САТОВЧА","С.ВАКЛИНОВО","1288","1061"
"БЛАГОЕВГРАД","САТОВЧА","С.ВЪЛКОСЕЛ","2741","2347"
"БЛАГОЕВГРАД","САТОВЧА","С.ГОДЕШЕВО","894","751"
"БЛАГОЕВГРАД","САТОВЧА","С.ДОЛЕН","371","328"
"БЛАГОЕВГРАД","САТОВЧА","С.ЖИЖЕВО","351","337"
"БЛАГОЕВГРАД","САТОВЧА","С.КОЧАН","3422","2759"
"БЛАГОЕВГРАД","САТОВЧА","С.КРИБУЛ","383","322"
"БЛАГОЕВГРАД","САТОВЧА","С.ОСИНА","614","531"
"БЛАГОЕВГРАД","САТОВЧА","С.ПЛЕТЕНА","1942","1691"
"БЛАГОЕВГРАД","САТОВЧА","С.САТОВЧА","2403","1867"
"БЛАГОЕВГРАД","САТОВЧА","С.СЛАЩЕН","2308","1847"
"БЛАГОЕВГРАД","САТОВЧА","С.ТУХОВИЩА","892","780"
"БЛАГОЕВГРАД","САТОВЧА","С.ФЪРГОВО","471","450"
"БЛАГОЕВГРАД","СИМИТЛИ","С.БРЕЖАНИ","728","691"
"БЛАГОЕВГРАД","СИМИТЛИ","С.БРЕСТОВО","6","10"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ГОРНО ОСЕНОВО","2","2"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ГРАДЕВО","123","153"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ДОКАТИЧЕВО","2","1"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ДОЛНО ОСЕНОВО","1578","1508"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ЖЕЛЕЗНИЦА","284","308"
"БЛАГОЕВГРАД","СИМИТЛИ","С.СУШИЦА","27","34"
"БЛАГОЕВГРАД","СИМИТЛИ","С.КРУПНИК","2154","2067"
"БЛАГОЕВГРАД","СИМИТЛИ","С.МЕЧКУЛ","23","30"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ПОЛЕНА","696","662"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ПОЛЕТО","622","617"
"БЛАГОЕВГРАД","СИМИТЛИ","С.РАКИТНА","81","95"
"БЛАГОЕВГРАД","СИМИТЛИ","С.СЕНОКОС","23","28"
"БЛАГОЕВГРАД","СИМИТЛИ","ГР.СИМИТЛИ","7247","6866"
"БЛАГОЕВГРАД","СИМИТЛИ","С.СУХОСТРЕЛ","1","1"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ТРОСКОВО","3","8"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ЧЕРНИЧЕ","1044","998"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ВЕЛЮЩЕЦ","2","2"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ВРАКУПОВИЦА","5","4"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ГОРЕМЕ","53","54"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ГОРНА КРУШИЦА","32","50"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ГОРНА РИБНИЦА","2","2"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ДОБРИ ЛАКИ","122","110"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ДРАКАТА","139","123"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ИГРАЛИЩЕ","221","188"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ИЛИНДЕНЦИ","710","691"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.КАМЕНИЦА","139","158"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.КЛЕПАЛО","21","19"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.КОЛИБИТЕ","3","4"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.КЪРПЕЛЕВО","22","17"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.МАХАЛАТА","21","21"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.МИКРЕВО","2385","2285"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.НИКУДИН","55","71"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ПАЛАТ","21","29"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.РАЗДОЛ","91","93"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.СЕДЕЛЕЦ","16","15"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.СТРУМЯНИ","820","782"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.ЦАПАРЕВО","106","100"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.АБЛАНИЦА","2808","2530"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.БЕСЛЕН","710","665"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.БЛАТСКА","851","657"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.ГАЙТАНИНОВО","36","47"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.ИЛИНДЕН","62","93"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.КОПРИВЛЕН","1250","1236"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.ЛЪКИ","19","34"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.НОВА ЛОВЧА","40","45"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.НОВО ЛЕСКИ","368","331"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.ПАРИЛ","2","8"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.ПЕТРЕЛИК","150","153"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.САДОВО","387","376"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.ТЕПЛЕН","472","456"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.ТЕШОВО","120","124"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","ГР.ХАДЖИДИМОВО","2717","2509"
"БЛАГОЕВГРАД","ЯКОРУДА","С.АВРАМОВО","714","650"
"БЛАГОЕВГРАД","ЯКОРУДА","С.БЕЛ КАМЕН","555","516"
"БЛАГОЕВГРАД","ЯКОРУДА","С.БУНЦЕВО","483","490"
"БЛАГОЕВГРАД","ЯКОРУДА","С.СМОЛЕВО","517","486"
"БЛАГОЕВГРАД","ЯКОРУДА","С.КОНАРСКО","930","854"
"БЛАГОЕВГРАД","ЯКОРУДА","С.ЧЕРНА МЕСТА","417","412"
"БЛАГОЕВГРАД","ЯКОРУДА","С.ЮРУКОВО","1172","1148"
"БЛАГОЕВГРАД","ЯКОРУДА","ГР.ЯКОРУДА","5605","5121"
"БУРГАС","АЙТОС","ГР.АЙТОС","24216","22023"
"БУРГАС","АЙТОС","С.ДРЯНКОВЕЦ","204","204"
"БУРГАС","АЙТОС","С.ЗЕТЬОВО","337","262"
"БУРГАС","АЙТОС","С.КАРАГЕОРГИЕВО","1733","1330"
"БУРГАС","АЙТОС","С.КАРАНОВО","871","855"
"БУРГАС","АЙТОС","С.ЛЯСКОВО","87","163"
"БУРГАС","АЙТОС","С.МАЛКА ПОЛЯНА","673","421"
"БУРГАС","АЙТОС","С.МЪГЛЕН","1598","1303"
"БУРГАС","АЙТОС","С.ПЕЩЕРСКО","978","694"
"БУРГАС","АЙТОС","С.ПИРНЕ","595","767"
"БУРГАС","АЙТОС","С.ПОЛЯНОВО","486","371"
"БУРГАС","АЙТОС","С.РАКЛИНОВО","140","131"
"БУРГАС","АЙТОС","С.СЪДИЕВО","292","380"
"БУРГАС","АЙТОС","С.ТОПОЛИЦА","1009","904"
"БУРГАС","АЙТОС","С.ЧЕРНА МОГИЛА","502","368"
"БУРГАС","АЙТОС","С.ЧЕРНОГРАД","655","564"
"БУРГАС","АЙТОС","С.ЧУКАРКА","776","662"
"БУРГАС","БУРГАС","С.БРАТОВО","87","134"
"БУРГАС","БУРГАС","С.БРЯСТОВЕЦ","212","413"
"БУРГАС","БУРГАС","ГР.БУРГАС","221530","206642"
"БУРГАС","БУРГАС","ГР.БЪЛГАРОВО","1896","1914"
"БУРГАС","БУРГАС","С.ДИМЧЕВО","123","215"
"БУРГАС","БУРГАС","С.ДРАГАНОВО","502","430"
"БУРГАС","БУРГАС","С.ИЗВОР","391","595"
"БУРГАС","БУРГАС","С.ИЗВОРИЩЕ","451","438"
"БУРГАС","БУРГАС","С.МАРИНКА","1071","1217"
"БУРГАС","БУРГАС","С.МИРОЛЮБОВО","72","110"
"БУРГАС","БУРГАС","С.РАВНЕЦ","1597","1636"
"БУРГАС","БУРГАС","С.ТВЪРДИЦА","430","490"
"БУРГАС","СРЕДЕЦ","С.БЕЛЕВРЕН","7","10"
"БУРГАС","СРЕДЕЦ","С.БЕЛИЛА","9","45"
"БУРГАС","СРЕДЕЦ","С.БИСТРЕЦ","31","128"
"БУРГАС","СРЕДЕЦ","С.БОГДАНОВО","22","57"
"БУРГАС","СРЕДЕЦ","С.ВАРОВНИК","3","10"
"БУРГАС","СРЕДЕЦ","С.ГОЛЯМО БУКОВО","25","121"
"БУРГАС","СРЕДЕЦ","С.ГОРНО ЯБЪЛКОВО","7","33"
"БУРГАС","СРЕДЕЦ","С.ГРАНИТЕЦ","10","13"
"БУРГАС","СРЕДЕЦ","С.ГРАНИЧАР","3","18"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","8900","8546"
"БУРГАС","СРЕДЕЦ","С.ДЕБЕЛТ","1803","1989"
"БУРГАС","СРЕДЕЦ","С.ДОЛНО ЯБЪЛКОВО","7","30"
"БУРГАС","СРЕДЕЦ","С.ДРАКА","25","57"
"БУРГАС","СРЕДЕЦ","С.ДРАЧЕВО","382","609"
"БУРГАС","СРЕДЕЦ","С.ДЮЛЕВО","187","440"
