"област","община","населено място","брой население по ПА","брой население по НА"
"ВАРНА","СУВОРОВО","С.ПРОСЕЧЕН","11","28"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","5184","5015"
"ВАРНА","СУВОРОВО","С.ЧЕРНЕВО","1261","1536"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.АРБАНАСИ","277","355"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БАЛВАН","355","628"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БЕЛЧЕВЦИ","0","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БЕЛЯКОВЕЦ","756","796"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БИЖОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БОЙЧЕВИ КОЛИБИ","0","1"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БОЙЧОВЦИ","0","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БОЧКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БОЯНОВЦИ","5","4"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БРАНКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БУКОВЕЦ","26","77"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","70080","66438"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВЕЛЧЕВО","71","205"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВЕТРИНЦИ","57","116"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВИЛАРЕ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВОДОЛЕЙ","780","764"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВОЙНЕЖА","13","43"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВОНЕЩА ВОДА","145","213"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВЪГЛЕВЦИ","17","52"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ВЪРЛИНКА","5","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ГАБРОВЦИ","8","65"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ГАЩЕВЦИ","2","8"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ГОЛЕМАНИТЕ","8","24"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ГОРАНОВЦИ","0","1"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ГОРЕН ЕНЕВЕЦ","4","4"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ДЕБЕЛЕЦ","3766","3599"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДЕВЕТАЦИТЕ","1","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДЕЧКОВЦИ","2","12"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДИМИТРОВЦИ","2","29"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДИМОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДИЧИН","93","247"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДОЙНОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДОЛЕН ЕНЕВЕЦ","5","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДОЛНИ ДАМЯНОВЦИ","0","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ДУНАВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЕМЕН","25","85"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ИВАНОВЦИ","1","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ИЛЕВЦИ","2","5"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЙОВЧЕВЦИ","0","1"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.КЪПИНОВО","264","361"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.КИЛИФАРЕВО","2415","2304"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.КИСЬОВЦИ","3","7"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.КЛАДНИ ДЯЛ","2","17"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.КЛЪШКА РЕКА","2","3"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.КУЦАРОВЦИ","0","10"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЛАГЕРИТЕ","1","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЛЕДЕНИК","852","1050"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.МАЛКИ ЧИФЛИК","291","333"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.МАЛЧОВЦИ","2","10"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.МАРГОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.МИНДЯ","166","250"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.МИШЕМОРКОВ ХАН","1","3"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.МОМИН СБОР","69","159"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.НАЦОВЦИ","19","63"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.НИКЮП","217","377"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.НОВО СЕЛО","335","497"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ОСЕНАРИТЕ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПИРАМИДАТА","0","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПЛАКОВО","116","229"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПОЖЕРНИК","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПОПОВЦИ","0","4"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПРИСОВО","710","712"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПРОДАНОВЦИ","3","4"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПУШЕВО","48","133"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПЧЕЛИЩЕ","528","575"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ПЪРОВЦИ","4","25"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РАДКОВЦИ","2","34"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РАЙКОВЦИ","15","32"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РАШЕВЦИ","3","3"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РЕСЕН","1728","1937"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РУСАЛЯ","156","267"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РУСКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.САМОВОДЕНЕ","1397","1456"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.САМСИИТЕ","1","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.СЕЙМЕНИТЕ","0","4"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.СЕМКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.СУХА РЕКА","0","4"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.СЪРНЕНЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ТЕРЗИИТЕ","2","3"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ТОДОРОВЦИ","0","2"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.УШЕВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ХОТНИЦА","208","357"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЦЕПЕРАНИТЕ","1","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЦЕРОВА КОРИЯ","356","434"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЦОНКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ШЕРЕМЕТЯ","302","285"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ШОДЕКОВЦИ","0","12"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ШЕМШЕВО","457","584"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЯЛОВО","13","109"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ВЪРБИЦА","1051","1086"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","33485","29928"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ГОРСКИ ГОРЕН ТРЪМБЕШ","79","122"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ГОРСКИ ДОЛЕН ТРЪМБЕШ","348","363"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ДОЛНА ОРЯХОВИЦА","2772","2665"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ДРАГАНОВО","2734","2383"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.КРУШЕТО","780","808"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПАИСИЙ","100","108"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПИСАРЕВО","1069","1058"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПОЛИКРАИЩЕ","1990","1624"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПРАВДА","530","562"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПЪРВОМАЙЦИ","2389","2419"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.СТРЕЛЕЦ","261","286"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ЯНТРА","531","599"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.АПЛАЦИ","0","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БАГАЛЕВЦИ","0","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БАДЕВЦИ","3","31"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БАЕВЦИ","5","17"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БАЖДАРИ","3","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БАЛУЦИ","2","9"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЕБРОВО","311","291"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЕЙКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЕРКОВЦИ","3","6"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЛЪСКОВЦИ","7","25"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БОГДАНСКО","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БОЙКОВЦИ","35","36"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БОСЕВЦИ","0","2"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БРЕЗОВО","1","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БРЪЧКОВЦИ","0","2"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БУЙНОВЦИ","40","62"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЯЛКОВЦИ","4","5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВАЛЕТО","0","3"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВЕЛКОВЦИ","5","11"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВЕЛЮВЦИ","2","7"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВЕСЕЛИНА","5","6"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВИСОКОВЦИ","2","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВЪЛЧОВЦИ","2","10"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВЪЛЧОВЦИ","8","11"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ВЪРЗИЛКОВЦИ","9","8"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГАБРАКА","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГАНЕВ ДОЛ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГЛОГОВЕЦ","12","15"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГОЛЕМАНИ","5","5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГОРНИ КРАЙ","12","21"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГОРНИ ТАНЧЕВЦИ","2","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГОРСКА","0","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГРАМАТИЦИ","3","12"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ГЪРДЕВЦИ","12","24"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДАВЕРИ","7","10"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДАЙНОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДЕБЕЛИ РЪТ","3","9"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДОБРЕВЦИ","5","5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДОЛНИ МАРЯН","7","8"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДОЛНИ ТАНЧЕВЦИ","0","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДОНКОВЦИ","12","20"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДРАГАНОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДРАГАНОСКОВЦИ","0","10"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДРАГИЙЦИ","0","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДРАГНЕВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДРЕНТА","31","61"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДУКОВЦИ","1","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ДЪРЛЕВЦИ","0","2"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","5511","4878"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЗЕЛЕНИК","3","2"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ИВАНИВАНОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ИГНАТОВЦИ","6","5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ИЛАКОВ РЪТ","61","79"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ИЛИЮВЦИ","0","3"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КАМЕНАРИ","202","191"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КАНТАРИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КАРАИВАНЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КАРАНДИЛИ","2","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КИРЕВЦИ","1","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОЖЛЮВЦИ","0","5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОЗЯ РЕКА","20","23"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОЛАРИ","3","3"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОНСТАНТИН","1125","1101"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОСЕВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОСТЕЛ","34","56"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОТУЦИ","1","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КРИЛЮВЦИ","2","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КРУМЧЕВЦИ","2","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЛАЗАРЦИ","16","23"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЛЕСИЧЕ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАЙСКО","1403","1343"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАРАФЕЛЦИ","8","12"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАРИНОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАРЯН","70","80"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАХАЛНИЦИ","1","2"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МИЙКОВЦИ","17","46"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МИНЕВЦИ","2","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МИРЧОВЦИ","0","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МЪРТВИНАТА","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.НЕДЯЛКОВЦИ","2","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.НЕШЕВЦИ","4","9"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.НИКОЛОВЦИ","1","3"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.НИКОЛЧОВЦИ","1","2"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.НИЧОВЦИ","2","2"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.НЮШКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ПАЛИЦИ","75","145"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ПАПРАТЛИВА","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ПЕЙКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ПЕТКОВЦИ","2","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ПОПРУСЕВЦИ","6","11"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ПОПСКА","7","24"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.РАДОВЦИ","3","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.РАЙНОВЦИ","4","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.РАЛИНОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.РАЮВЦИ","9","45"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.РЕБРЕВЦИ","4","7"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.РУХОВЦИ","86","110"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.СВЕТОСЛАВЦИ","17","18"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.СРЕДНИ КОЛИБИ","18","45"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.СТОЙЧЕВЦИ","0","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.СТОЯНОВЦИ","7","3"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.СУЛТАНИ","0","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.СЪБКОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТИТЕВЦИ","2","5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТОДЮВЦИ","29","57"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТОМБЕТО","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТОПУЗИ","2","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТРЪНКОВЦИ","2","4"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТУМБЕВЦИ","13","22"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТЪНКИ РЪТ","0","1"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ТЪРКАШЕНИ","2","23"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.УГОРЯЛКОВЦИ","16","27"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ХАРВАЛОВЦИ","1","8"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ХРИСТОВЦИ","4","5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ХЪНЕВЦИ","2","10"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЦВЕКЛЮВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЧАВДАРЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЧАКАЛИ","61","79"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЧЕРВЕНКОВЦИ","2","6"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЧЕРНИ ДЯЛ","12","12"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ШИЛИВЕРИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ШИЛКОВЦИ","6","9"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ШУБЕЦИ","1","3"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.ЯКОВЦИ","28","34"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ГОРНА ХАДЖИЙСКА","0","1"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ГОРСКО НОВО СЕЛО","441","544"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ГОРСКО ПИСАРЕВО","0","0"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ДЕДИНА","21","31"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ДЕДИНЦИ","5","26"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ДЕЛОВА МАХАЛА","4","1"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ДОЛНО ШИВАЧЕВО","49","41"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ДУРОВЦИ","0","0"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ДЪЛГИ ПРИПЕК","46","33"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","2687","2666"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.КАЛАЙДЖИИ","135","105"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.НОВОГОРЦИ","1","4"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ОВОЩНА","0","0"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.РАВНОВО","8","10"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.РАЗСОХА","39","48"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.РЕЗАЧ","101","80"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.РЕКИЧКА","0","0"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.РОДИНА","438","492"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.РОСНО","66","85"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.СЛИВОВИЦА","40","82"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.СРЕДНО СЕЛО","81","68"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ЧЕШМА","1","19"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ЧИСТОВО","3","3"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.ЧУКАТА","0","0"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","С.ДЖУЛЮНИЦА","1484","1539"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","С.ДОБРИ ДЯЛ","1035","1043"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","С.ДРАГИЖЕВО","617","839"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","С.КОЗАРЕВЕЦ","739","859"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","8270","7695"
